"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[strain]"	"Sample Characteristic Ontology Term[strain]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[sex]"	"Sample Characteristic Ontology Term[sex]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[cell type]"	"Sample Characteristic Ontology Term[cell type]"	"Sample Characteristic[stimulus]"	"Sample Characteristic Ontology Term[stimulus]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[strain]"	"Factor Value Ontology Term[strain]"	"Factor Value[age]"	"Factor Value Ontology Term[age]"	"Factor Value[stimulus]"	"Factor Value Ontology Term[stimulus]"	"Factor Value[cell type]"	"Factor Value Ontology Term[cell type]"
"ERR1825243"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10944"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825244"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10945"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825245"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10946"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825246"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10947"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825247"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10948"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825248"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10949"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825249"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10950"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825250"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10951"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825251"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10952"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825252"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10953"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825253"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10954"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825254"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10955"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825255"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10956"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825256"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10957"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825257"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10958"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825258"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10959"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825259"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10960"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825260"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10961"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825261"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10962"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825262"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10963"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825263"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10964"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825264"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10965"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825265"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10966"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825266"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10967"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825267"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10968"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825268"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10969"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825269"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10970"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825270"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10971"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825271"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10972"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825272"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10973"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825273"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10974"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825274"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10975"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825275"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10976"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825276"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10977"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
"ERR1825277"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 4"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do10978"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"16.7 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"naive thymus-derived CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000895"
